epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
41,345.87,0.30126,0.57816,0.93566,0.8917,0.90625,0.93339,0.90603,0.32299,0.80266,0.7342,0.00144696,0.00144696,0.00144696
42,353.267,0.24897,0.37917,0.93161,0.95023,0.96875,0.97591,0.9345,0.30079,0.64255,0.69683,0.00144145,0.00144145,0.00144145
43,362.132,0.23019,0.44546,0.90369,0.99208,0.92386,0.96646,0.94494,0.29152,0.64376,0.67206,0.00143595,0.00143595,0.00143595
44,372.375,0.25775,0.57757,0.92109,0.99356,0.97353,0.995,0.9867,0.32917,0.44901,0.68245,0.00143045,0.00143045,0.00143045
45,384.658,0.42561,0.68894,1.3266,0.98638,0.96875,0.99167,0.98455,0.27396,0.44311,0.65336,0.00142495,0.00142495,0.00142495
46,395.114,0.24031,0.39511,0.93665,0.97478,0.96875,0.989,0.95974,0.3075,0.44447,0.68524,0.00141945,0.00141945,0.00141945
47,405.711,0.25505,0.39183,0.90283,0.96354,0.97094,0.995,0.96468,0.31756,0.33573,0.70565,0.00141395,0.00141395,0.00141395
48,416.314,0.2622,0.39166,0.95657,0.99422,0.97112,0.995,0.96375,0.36727,0.35544,0.74317,0.00140845,0.00140845,0.00140845
49,428.284,0.24939,0.35162,0.89853,0.98709,0.97065,0.995,0.98188,0.31386,0.43132,0.70187,0.00140295,0.00140295,0.00140295
50,439.655,0.24011,0.36225,0.91944,0.95919,0.96875,0.99324,0.98582,0.29511,0.4831,0.71755,0.00139745,0.00139745,0.00139745
51,451.137,0.25439,0.3437,0.92456,0.86455,0.91231,0.99167,0.97749,0.28576,0.64921,0.69293,0.00139195,0.00139195,0.00139195
52,460.134,0.24605,0.36604,0.92356,0.94451,0.96875,0.989,0.95152,0.33739,0.57849,0.70639,0.00138644,0.00138644,0.00138644
53,470.598,0.24861,0.35845,0.88373,0.98286,0.97069,0.995,0.95941,0.27144,0.39662,0.66488,0.00138094,0.00138094,0.00138094
54,480.067,0.23646,0.33076,0.92081,0.99567,0.97491,0.995,0.98112,0.27271,0.31052,0.66113,0.00137544,0.00137544,0.00137544
55,490.199,0.2618,0.48528,0.93432,0.98112,0.96875,0.98155,0.97758,0.25613,0.38716,0.6557,0.00136994,0.00136994,0.00136994
56,496.832,0.28739,0.34281,0.92443,0.98622,0.96875,0.97871,0.97376,0.24816,0.4566,0.6365,0.00136444,0.00136444,0.00136444
57,502.192,0.23572,0.30128,0.89522,0.99449,0.96875,0.9842,0.97808,0.24803,0.37584,0.62157,0.00135894,0.00135894,0.00135894
58,507.672,0.23917,0.35015,0.91608,0.98455,0.96875,0.98048,0.96835,0.38186,0.4856,0.74024,0.00135344,0.00135344,0.00135344
59,513.115,0.28689,0.34765,0.96339,0.98914,0.96875,0.98,0.93161,0.48702,0.56835,0.87587,0.00134794,0.00134794,0.00134794
60,519.102,0.24517,0.33263,0.89159,0.99144,0.96875,0.97826,0.97826,0.31666,0.38705,0.68087,0.00134244,0.00134244,0.00134244
61,524.891,0.27338,0.6941,0.92448,0.99032,0.96875,0.98786,0.97809,0.25804,0.34584,0.6503,0.00133693,0.00133693,0.00133693
62,530.694,0.2708,0.37152,0.94974,0.98529,0.96875,0.99026,0.97882,0.30378,0.38028,0.71566,0.00133143,0.00133143,0.00133143
63,536.613,0.26783,0.6814,0.91376,0.95484,0.96875,0.989,0.97638,0.31285,0.40197,0.69565,0.00132593,0.00132593,0.00132593
64,542.308,0.24343,0.43331,0.93172,0.86666,0.91078,0.99026,0.97647,0.30712,0.55759,0.66699,0.00132043,0.00132043,0.00132043
65,547.912,0.2752,0.37845,0.89559,0.95836,0.96875,0.98536,0.96725,0.28886,0.38344,0.66761,0.00131493,0.00131493,0.00131493
66,553.643,0.22229,0.38199,0.90795,0.95466,0.96875,0.98051,0.96141,0.29014,0.37274,0.67802,0.00130943,0.00130943,0.00130943
67,559.159,0.21524,0.54434,0.91268,0.91429,0.96479,0.98205,0.97404,0.21255,0.42955,0.63542,0.00130393,0.00130393,0.00130393
68,565.127,0.25927,0.36098,1.00739,0.96248,0.96875,0.985,0.97902,0.25034,0.40127,0.64608,0.00129843,0.00129843,0.00129843
69,571.124,0.21477,0.34791,0.90581,0.9618,0.96875,0.97912,0.97499,0.22906,0.41098,0.63147,0.00129293,0.00129293,0.00129293
70,576.941,0.2227,0.5498,0.92241,0.95908,0.96875,0.98048,0.97701,0.19951,0.38452,0.61547,0.00128742,0.00128742,0.00128742
71,582.535,0.21991,0.36384,0.89193,0.98875,0.96875,0.98682,0.97913,0.20949,0.361,0.61502,0.00128192,0.00128192,0.00128192
72,587.949,0.17802,0.27311,0.88166,0.99177,0.97253,0.995,0.98672,0.22339,0.42592,0.61993,0.00127642,0.00127642,0.00127642
73,593.572,0.19275,0.38378,0.88651,0.9825,0.96875,0.99026,0.98178,0.24508,0.34431,0.62968,0.00127092,0.00127092,0.00127092
74,598.971,0.20089,0.33417,0.88072,0.95974,0.96875,0.98214,0.97415,0.25212,0.37246,0.63325,0.00126542,0.00126542,0.00126542
75,604.518,0.20338,0.32645,0.89644,0.95737,0.96875,0.98278,0.97434,0.24449,0.37956,0.62813,0.00125992,0.00125992,0.00125992
76,610.027,0.21523,0.3393,0.94136,0.96119,0.96875,0.98278,0.9744,0.25291,0.36776,0.62258,0.00125442,0.00125442,0.00125442
77,615.697,0.19938,0.41809,0.87502,0.95958,0.96875,0.97357,0.97059,0.22635,0.34769,0.59595,0.00124892,0.00124892,0.00124892
78,621.087,0.18121,0.29036,0.89676,0.96059,0.96875,0.9695,0.9695,0.19042,0.34844,0.5743,0.00124342,0.00124342,0.00124342
79,626.844,0.23972,0.68868,0.91683,0.96104,0.96875,0.97025,0.97025,0.19979,0.40397,0.57241,0.00123791,0.00123791,0.00123791
80,632.351,0.19901,0.29576,0.88911,0.97251,0.96875,0.97036,0.97036,0.21653,0.4046,0.57402,0.00123241,0.00123241,0.00123241
81,637.657,0.20515,0.3229,0.89729,0.91673,0.87955,0.95971,0.95971,0.18655,0.47132,0.56632,0.00122691,0.00122691,0.00122691
82,643.138,0.17875,0.3309,0.89716,0.85089,0.93116,0.95838,0.95838,0.18108,0.51855,0.56576,0.00122141,0.00122141,0.00122141
83,648.868,0.22712,0.59618,0.91372,0.92902,0.96875,0.96967,0.96967,0.17713,0.42759,0.55979,0.00121591,0.00121591,0.00121591
84,654.556,0.20101,0.27212,0.86928,0.9598,0.96875,0.96234,0.96177,0.17515,0.37319,0.57175,0.00121041,0.00121041,0.00121041
85,660.196,0.1955,0.29751,0.90782,0.95956,0.96875,0.97334,0.97224,0.19038,0.36014,0.582,0.00120491,0.00120491,0.00120491
86,665.736,0.1912,0.28707,0.8756,0.95734,0.96875,0.989,0.98721,0.192,0.33309,0.57918,0.00119941,0.00119941,0.00119941
87,671.534,0.17835,0.5286,0.85713,0.96018,0.96875,0.9842,0.98024,0.18341,0.37176,0.56748,0.00119391,0.00119391,0.00119391
88,677.265,0.18918,0.28486,0.93247,0.95962,0.96875,0.97146,0.97146,0.17837,0.37992,0.57656,0.0011884,0.0011884,0.0011884
89,682.866,0.18849,0.28969,0.86497,0.96112,0.96875,0.96975,0.96975,0.18505,0.34201,0.58762,0.0011829,0.0011829,0.0011829
90,688.485,0.21999,0.4649,0.90689,0.96085,0.96875,0.96975,0.96975,0.18479,0.32189,0.60114,0.0011774,0.0011774,0.0011774
91,694.238,0.18749,0.4324,0.86525,0.96075,0.96875,0.97731,0.9747,0.19336,0.32338,0.61777,0.0011719,0.0011719,0.0011719
92,700.173,0.20208,0.29213,0.90925,0.96098,0.96875,0.99324,0.98142,0.20199,0.32626,0.62147,0.0011664,0.0011664,0.0011664
93,706.113,0.17815,0.46168,0.88223,0.96249,0.97174,0.9925,0.9877,0.17094,0.34105,0.57858,0.0011609,0.0011609,0.0011609
94,711.826,0.22275,0.26619,0.91791,0.96287,0.96875,0.9818,0.9818,0.15111,0.37539,0.55287,0.0011554,0.0011554,0.0011554
95,717.588,0.32947,0.40623,0.99494,0.96258,0.97045,0.995,0.98788,0.18577,0.39185,0.60138,0.0011499,0.0011499,0.0011499
96,723.256,0.19806,0.33165,0.90235,0.96258,0.97044,0.995,0.98788,0.17563,0.35138,0.60597,0.0011444,0.0011444,0.0011444
97,729.154,0.22574,0.63594,0.92317,0.9601,0.96875,0.99324,0.98416,0.2312,0.41556,0.62312,0.00113889,0.00113889,0.00113889
98,734.866,0.20556,0.3169,0.92104,0.95967,0.96875,0.985,0.98073,0.21585,0.38729,0.60484,0.00113339,0.00113339,0.00113339
99,740.461,0.20174,0.28979,0.92739,0.95911,0.96875,0.985,0.97882,0.19872,0.36712,0.59272,0.00112789,0.00112789,0.00112789
100,746.321,0.16515,0.25391,0.88016,0.95972,0.96875,0.99026,0.97809,0.21474,0.41261,0.62254,0.00112239,0.00112239,0.00112239
101,752.142,0.15784,0.26176,0.86204,0.96317,0.96875,0.99026,0.97748,0.23928,0.42818,0.65378,0.00111689,0.00111689,0.00111689
102,757.917,0.1605,0.26482,0.89584,0.96281,0.96875,0.99026,0.97688,0.21847,0.3906,0.62135,0.00111139,0.00111139,0.00111139
103,763.474,0.183,0.69073,0.88265,0.96206,0.96875,0.98587,0.97578,0.20641,0.3549,0.59453,0.00110589,0.00110589,0.00110589
104,769.268,0.17272,0.24679,0.88813,0.96897,0.96875,0.985,0.97871,0.22096,0.3408,0.59552,0.00110039,0.00110039,0.00110039
105,775.303,0.16921,0.27286,0.88014,0.97094,0.96875,0.98682,0.98232,0.17999,0.33354,0.5684,0.00109489,0.00109489,0.00109489
106,780.907,0.18268,0.35944,0.89063,0.96096,0.96875,0.98786,0.9837,0.17463,0.39071,0.56959,0.00108938,0.00108938,0.00108938
107,786.486,0.17989,0.26949,0.8655,0.95856,0.96875,0.98048,0.97844,0.19464,0.4734,0.59154,0.00108388,0.00108388,0.00108388
108,792.341,0.14818,0.28336,0.89067,0.9725,0.96875,0.97591,0.97331,0.20363,0.58157,0.60971,0.00107838,0.00107838,0.00107838
109,797.918,0.16658,0.471,0.8897,0.98025,0.96875,0.97763,0.97332,0.20398,0.57501,0.61361,0.00107288,0.00107288,0.00107288
110,803.38,0.15294,0.23399,0.86636,0.98368,0.96875,0.97763,0.97335,0.19281,0.53737,0.60323,0.00106738,0.00106738,0.00106738
111,809.135,0.51613,0.65285,1.15621,0.95978,0.96875,0.9746,0.97333,0.20045,0.51187,0.60202,0.00106188,0.00106188,0.00106188
112,814.543,0.19798,0.31292,0.91512,0.95934,0.96875,0.96764,0.96764,0.19977,0.46623,0.6027,0.00105638,0.00105638,0.00105638
113,820.164,0.17847,0.24974,0.88595,0.96096,0.96875,0.97369,0.97369,0.20476,0.45817,0.6135,0.00105088,0.00105088,0.00105088
114,825.862,0.18173,0.25184,0.8646,0.9607,0.96875,0.97313,0.97313,0.23335,0.47294,0.62306,0.00104538,0.00104538,0.00104538
115,831.293,0.19969,0.27909,0.93871,0.9606,0.96875,0.97433,0.97433,0.23423,0.41333,0.61931,0.00103987,0.00103987,0.00103987
116,836.943,0.20944,0.37039,0.9097,0.96151,0.96875,0.97982,0.97982,0.21913,0.43386,0.61332,0.00103437,0.00103437,0.00103437
117,842.32,0.1582,0.21659,0.87482,0.96112,0.96875,0.97369,0.97369,0.22472,0.45322,0.62795,0.00102887,0.00102887,0.00102887
118,847.724,0.14748,0.20046,0.88201,0.9606,0.96875,0.97086,0.97086,0.22782,0.46737,0.63114,0.00102337,0.00102337,0.00102337
119,853.601,0.15265,0.20523,0.85947,0.96133,0.96875,0.9713,0.9713,0.18656,0.44194,0.57398,0.00101787,0.00101787,0.00101787
120,859.048,0.15881,0.24894,0.87874,0.98046,0.96875,0.97146,0.97146,0.16744,0.4128,0.55882,0.00101237,0.00101237,0.00101237
121,864.8,0.16944,0.42737,0.88262,0.98396,0.96875,0.98682,0.98439,0.17905,0.36212,0.56532,0.00100687,0.00100687,0.00100687
122,870.399,0.15553,0.25613,0.86859,0.9843,0.96875,0.98587,0.98371,0.18955,0.36005,0.57753,0.00100137,0.00100137,0.00100137
123,876.056,0.17067,0.23553,0.90041,0.98596,0.96875,0.977,0.977,0.20715,0.36272,0.59059,0.000995866,0.000995866,0.000995866
124,881.658,0.18632,0.22873,0.87721,0.99009,0.96875,0.99167,0.98604,0.23506,0.3637,0.61706,0.000990365,0.000990365,0.000990365
125,887.125,0.17859,0.23899,0.88084,0.99411,0.96875,0.989,0.98558,0.23067,0.34836,0.60884,0.000984864,0.000984864,0.000984864
126,892.477,0.1763,0.25598,0.90763,0.99562,0.96875,0.99167,0.98827,0.20718,0.30387,0.58553,0.000979362,0.000979362,0.000979362
127,898.043,0.17192,0.26275,0.88919,0.98726,0.96875,0.98214,0.98024,0.16703,0.33669,0.55102,0.000973861,0.000973861,0.000973861
128,903.595,0.16089,0.21853,0.86052,0.9683,0.96875,0.97313,0.97313,0.14987,0.37518,0.54577,0.00096836,0.00096836,0.00096836
129,909.065,0.16475,0.24388,0.89986,0.96182,0.96875,0.9722,0.9722,0.17272,0.40619,0.55733,0.000962859,0.000962859,0.000962859
130,914.742,0.169,0.27243,0.90244,0.96069,0.96875,0.97241,0.97241,0.16366,0.37818,0.56254,0.000957358,0.000957358,0.000957358
131,920.232,0.14624,0.20185,0.88912,0.95629,0.96875,0.97264,0.97264,0.16753,0.36573,0.56954,0.000951857,0.000951857,0.000951857
132,926.079,0.22749,0.28978,1.00933,0.95831,0.96875,0.97264,0.97264,0.18551,0.36836,0.57787,0.000946356,0.000946356,0.000946356
133,931.48,0.15978,0.23418,0.86862,0.96763,0.96875,0.97313,0.97313,0.19569,0.38779,0.58126,0.000940855,0.000940855,0.000940855
134,936.777,0.18679,0.42294,0.92046,0.96075,0.96875,0.97313,0.97313,0.18747,0.41961,0.58002,0.000935354,0.000935354,0.000935354
135,942.177,0.1918,0.29297,0.91186,0.95142,0.96875,0.97241,0.97241,0.18344,0.44801,0.57377,0.000929853,0.000929853,0.000929853
136,947.345,0.15758,0.34633,0.87786,0.93474,0.96875,0.97287,0.97287,0.17588,0.45694,0.56769,0.000924352,0.000924352,0.000924352
137,952.762,0.17801,0.30918,0.91884,0.94614,0.96875,0.97181,0.97181,0.14269,0.40127,0.53987,0.00091885,0.00091885,0.00091885
138,958.039,0.16009,0.43825,0.87189,0.95975,0.96875,0.97181,0.97181,0.17303,0.36627,0.56854,0.000913349,0.000913349,0.000913349
139,963.413,0.15944,0.21181,0.86704,0.95899,0.96875,0.96967,0.96967,0.20048,0.38613,0.63393,0.000907848,0.000907848,0.000907848
140,968.983,0.15742,0.37292,0.89215,0.96073,0.96875,0.968,0.968,0.25766,0.45738,0.77964,0.000902347,0.000902347,0.000902347
141,974.274,0.15624,0.2013,0.86305,0.96088,0.96875,0.96855,0.96855,0.23418,0.46113,0.75127,0.000896846,0.000896846,0.000896846
142,979.693,0.14718,0.20132,0.87951,0.96091,0.96875,0.97025,0.97025,0.24442,0.4695,0.7552,0.000891345,0.000891345,0.000891345
143,985.369,0.14192,0.428,0.89053,0.96081,0.96875,0.9722,0.9722,0.18,0.39509,0.58588,0.000885844,0.000885844,0.000885844
144,990.799,0.13779,0.20775,0.89507,0.9609,0.96875,0.97912,0.97425,0.18396,0.39096,0.59134,0.000880343,0.000880343,0.000880343
145,996.362,0.13137,0.18567,0.87419,0.96035,0.96875,0.9722,0.9722,0.16982,0.38067,0.56882,0.000874842,0.000874842,0.000874842
146,1002.13,0.12718,0.20305,0.8537,0.96091,0.96875,0.98155,0.97721,0.15112,0.3781,0.55096,0.00086934,0.00086934,0.00086934
147,1007.39,0.14795,0.29948,0.87584,0.96201,0.96875,0.98278,0.97882,0.14917,0.36125,0.54581,0.000863839,0.000863839,0.000863839
148,1013.08,0.14969,0.40372,0.85953,0.96773,0.96875,0.98587,0.98067,0.14088,0.3095,0.5428,0.000858338,0.000858338,0.000858338
149,1018.72,0.13936,0.17049,0.85941,0.97357,0.96875,0.989,0.98212,0.14596,0.26105,0.55003,0.000852837,0.000852837,0.000852837
150,1024.27,0.14823,0.27305,0.87476,0.97901,0.97058,0.995,0.98804,0.15528,0.25606,0.55958,0.000847336,0.000847336,0.000847336
151,1029.92,0.13249,0.25057,0.8788,0.97561,0.97048,0.995,0.98852,0.16718,0.26127,0.56616,0.000841835,0.000841835,0.000841835
152,1035.5,0.14247,0.20214,0.87489,0.97532,0.97052,0.995,0.98836,0.15781,0.24904,0.56545,0.000836334,0.000836334,0.000836334
153,1041.3,0.13317,0.18445,0.85658,0.97057,0.9705,0.995,0.98852,0.14354,0.28036,0.54552,0.000830833,0.000830833,0.000830833
154,1046.99,0.14622,0.18222,0.87846,0.97117,0.97064,0.995,0.98844,0.13653,0.30202,0.53775,0.000825332,0.000825332,0.000825332
155,1052.67,0.12389,0.15797,0.85407,0.97185,0.97054,0.995,0.98172,0.13269,0.36183,0.54064,0.000819831,0.000819831,0.000819831
156,1058.26,0.14313,0.36169,0.85693,0.96661,0.97049,0.995,0.98504,0.13773,0.33409,0.55423,0.000814329,0.000814329,0.000814329
157,1063.93,0.14301,0.20758,0.86088,0.96425,0.97037,0.995,0.98467,0.13597,0.30859,0.56226,0.000808828,0.000808828,0.000808828
158,1069.53,0.1321,0.18891,0.86174,0.96385,0.97034,0.995,0.98573,0.14668,0.31085,0.57414,0.000803327,0.000803327,0.000803327
159,1075,0.1314,0.3989,0.88768,0.96356,0.97036,0.995,0.98788,0.17685,0.38196,0.59058,0.000797826,0.000797826,0.000797826
160,1080.59,0.12766,0.16807,0.86636,0.96412,0.97036,0.995,0.98788,0.17694,0.41045,0.58683,0.000792325,0.000792325,0.000792325
161,1086.38,0.1256,0.19193,0.85777,0.97576,0.9704,0.995,0.98663,0.17069,0.34797,0.57168,0.000786824,0.000786824,0.000786824
162,1092.07,0.13324,0.22117,0.87457,0.97539,0.97032,0.995,0.98573,0.15701,0.33857,0.56207,0.000781323,0.000781323,0.000781323
163,1097.8,0.12558,0.15295,0.85631,0.97373,0.97034,0.995,0.9872,0.15515,0.30927,0.56215,0.000775822,0.000775822,0.000775822
164,1103.58,0.12696,0.22101,0.86756,0.96741,0.97051,0.995,0.98673,0.16061,0.31351,0.57243,0.000770321,0.000770321,0.000770321
165,1108.34,0.13414,0.19517,0.88152,0.96788,0.97049,0.995,0.98485,0.16183,0.29657,0.57549,0.00076482,0.00076482,0.00076482
166,1113.17,0.12996,0.17775,0.88192,0.97034,0.97049,0.995,0.98434,0.14522,0.29745,0.56384,0.000759318,0.000759318,0.000759318
167,1117.75,0.11768,0.17935,0.85392,0.97494,0.97124,0.995,0.98596,0.14149,0.32256,0.55687,0.000753817,0.000753817,0.000753817
168,1122.61,0.16222,0.24475,0.87149,0.98023,0.97143,0.995,0.98558,0.14186,0.31441,0.55556,0.000748316,0.000748316,0.000748316
169,1127.59,0.12832,0.18876,0.87764,0.98461,0.97201,0.995,0.98514,0.16173,0.27451,0.57282,0.000742815,0.000742815,0.000742815
170,1132.68,0.1217,0.24829,0.87312,0.98284,0.97204,0.995,0.98247,0.17988,0.27696,0.59042,0.000737314,0.000737314,0.000737314
171,1137.37,0.13959,0.17761,0.89711,0.983,0.97186,0.995,0.98238,0.18802,0.28404,0.59749,0.000731813,0.000731813,0.000731813
172,1142.21,0.13588,0.18074,0.85302,0.97277,0.97087,0.995,0.98315,0.19607,0.29742,0.5974,0.000726312,0.000726312,0.000726312
173,1146.99,0.14525,0.2041,0.86866,0.9688,0.97048,0.995,0.9842,0.18512,0.31945,0.58958,0.000720811,0.000720811,0.000720811
174,1151.64,0.14749,0.2023,0.88229,0.96557,0.96875,0.99167,0.98381,0.16563,0.32376,0.56934,0.00071531,0.00071531,0.00071531
175,1156.84,0.13606,0.18759,0.85196,0.96458,0.96875,0.989,0.98343,0.13376,0.31253,0.53406,0.000709809,0.000709809,0.000709809
176,1163.84,0.12374,0.15584,0.85812,0.97621,0.96875,0.98682,0.98145,0.13087,0.30823,0.525,0.000704307,0.000704307,0.000704307
177,1170.14,0.11078,0.21607,0.8548,0.96524,0.96875,0.98682,0.98237,0.12374,0.30886,0.51776,0.000698806,0.000698806,0.000698806
178,1175.85,0.12584,0.18031,0.8493,0.95078,0.96875,0.985,0.9811,0.13604,0.357,0.52456,0.000693305,0.000693305,0.000693305
179,1181.38,0.13287,0.24037,0.8682,0.95423,0.96875,0.981,0.97849,0.14661,0.37952,0.53309,0.000687804,0.000687804,0.000687804
180,1186.45,0.13811,0.18763,0.87313,0.96256,0.96875,0.97469,0.97469,0.13719,0.3907,0.52651,0.000682303,0.000682303,0.000682303
181,1191.97,0.1184,0.16748,0.87398,0.9638,0.96875,0.977,0.977,0.1301,0.39782,0.52283,0.000676802,0.000676802,0.000676802
182,1197.32,0.14943,0.79195,0.88674,0.96356,0.96875,0.9776,0.9776,0.12333,0.40546,0.51921,0.000671301,0.000671301,0.000671301
183,1202.85,0.1145,0.19448,0.88333,0.97002,0.96875,0.97826,0.97826,0.13445,0.4027,0.53043,0.0006658,0.0006658,0.0006658
184,1208.08,0.12812,0.17141,0.8679,0.96793,0.96875,0.97826,0.97826,0.14368,0.39716,0.53828,0.000660299,0.000660299,0.000660299
185,1213.39,0.20299,0.31955,0.94588,0.96456,0.96875,0.99324,0.98896,0.16031,0.37286,0.55303,0.000654798,0.000654798,0.000654798
186,1218.59,0.11475,0.16929,0.85122,0.9626,0.96875,0.99324,0.98805,0.15455,0.36912,0.56049,0.000649297,0.000649297,0.000649297
